label,text
Supply,"Available private bedrooms for Rent. Month to Month or long-term rent. Single female student only. Distance 4.24 miles from San Jose State University.  No pets, no Smoking or any illegal drugs.1.2 Gb Wi-Fi included. Full kitchen access. Cloth Washer and Dryer available in the house. Ample parking on the street and driveway. Close to Library.
Room 1: Rent is $820 + $80 for utilities +$300 security deposit. Share bathroom with other two female students. Room is available now.
Master room: Rent is $1,220 + $80 for utilities + $500 security deposit for single occupied. This room can be shared with two female students. The room rental is $650 + $80 for utilities + $300 security deposit per student. This room is available now.
If interested, please text me at 408-393-4743 – Bob."
Demand,"Hi everyone! Looking for someone to take over my private bedroom, OWN bathroom, and garage parking spot located 10 min away from SJSU. Please send me a message if you’re serious and would like pics!"
Demand,Hello! Im looking for a private or share room for short term lease in a **girls only** place in the san jose area that is preferably close to SJSU (not required but a bonus). My budget for shared room is 500-600 and for private room its 850.  Looking to move in **ASAP**. Please let me know if there is anything available!!
Supply,"Hello! I’m a nurse looking for someone respectful and clean to sublease my housemate’s 1bed 1bath in a 2bed 2bath apartment in north San Jose. Rent is $1250/month + utilities. You’d be living with me and the lease ends 6/19/2024.

-Located in north San Jose with February move-in date. 
-Room is roughly 14x12sq ft w private bathroom, tall ceilings 
-ground level unit with street access, in-unit washer dryer, optional private covered parking 
-Other amenities include two pools, jacuzzis, gyms, and multiple office spaces/bbq areas

Apartment is a five minute drive from major freeways 101/680/880. Nearby businesses include Costco, HMart, 24 hour fitness, Safeway, tons of milk tea, Target, Cardenas, Flea Market 

Message me if you're interested! Thanks!"
Supply,"Hi, I have one private room available for a female at nearby San Jose State University. 

🛌1 Bed 1 bath unit on the 19th floor 
🪑Fully furnished (Bed, mattress, desk, couch, TV, Chairs, and chair for your desk) 
💡Utilities included (wifi, AC/Heat, Water, Electricity)
💰$1729 + $12.95 (renters insurance) 

The apartment has everything a student needs!  From Study Rooms located on each floor, to a large and always available Amenity Deck.  Take a dip in the pool, get your sweat on at the gym, cook some amazing food at the grills, or study in one of our many study rooms.

You can move anytime you want. Please let me know if you are interested!"
Supply,"Looking for a female to take over my unit on Feb 1. 

The Grad apartments 

🛌1 Bed 1 bath unit on the 19th floor 
🪑Fully furnished (Bed, mattress, desk, couch, TV, Chairs, and chair for your desk) 
💡Utilities included (wifi, AC/Heat, Water, Electricity)

I pay….
$1729 + $12.95 (renters insurance) 
✏️Co-signer needed if income isn’t 3X rent
💰I’ll pay for the $300 sublet/lease transfer fee

Please message me if interested."
Unknown,"Mods: please delete if not allowed. Wanted to warn others about a shady landlord in north San Jose who would not return my security deposit after I moved out. After searching up his name in public court records he has several other small claims cases against him by other tenants who had their security deposit stolen. I see that his post is still up on craigslist so just wanted to warn others about this posting. The low rent price is likely used to lure people in.

Address of listing: 1071 Dewberry Pl Unit 308, San Jose CA 95131
Landlord Name: ""Jay Liu"""
Supply,"Temporary/permanent shared accommodation available near Oakridge mall Sanjose at Almaden lake village apartments for one male.
Rent:500$ with utilities 
Contact: 6692104480"
Supply,"Hello everyone,

I’m Looking for a subleaser to take over my room within a house in Santa Clara  (single bedroom within a 4 bedroom house - Santa Clara) 

Located near El Camino Real and HWY 101, very quiet and safe neighborhood, close to many restaurants and companies. 

Available from early February to until end of lease - (end of June 2024) Street parking is available. Washer dryer available in unit.

Rent is $1150 per month excluding utilities.

Please reach out if interested and message me for more details!"
Demand,"Hi! We're a couple looking for a private bedroom with a private bathroom, available starting the first week of February. Our ideal location is between Fremont / Warm Springs Fremont / Union City, in a gated community with parking. Our budget ranges from $1,800 to $2,500. We're open to either joining an existing lease or teaming up to find a new apartment. In our shared spaces, we value cleanliness and would prefer non-smoking roommates. No dietary restrictions. If you have any leads or are looking for roommates, please feel free to message me. Thanks!"
Supply,"Hello my name is Gabriel, I’m a senior and I just got back from studying abroad this fall. I am looking for a short term rental close to campus for the spring semester ideally February 1st or earlier to the end of May or later. I don’t smoke or have any pets and I am really just looking for a place to sleep and study. Please message me if you have or know of any available listings. 
Thank you!!"
Supply,"Posting on behalf of a friend.
2 furnished bedrooms in well maintained big house are available in beautiful, safe neighborhood. 7 minutes’ drive away from Walmart supercenter, Walgreens and other San Jose downtown stores and 6-10 minutes’ drive away from SJSU.  Looking for respectful, responsible females.
Room 1 – 800$  utilities included for 1 female
Room 2 – 950$ (lil larger room)  utilities included for 1 female
Bathroom shared by total 2 people only, by each woman from these rooms.
For further details or to schedule a tour of the place, call “Iffy” 4085996999."
Supply,"Hi SJSU Students and recent grads,
2 Rooms for Rent and available now. One with a private bathroom and one without. All-female household in downtown San Jose. 3 Blocks from SJSU.
Central Heating and Cooling
In-House Laundry
Monthly Cleaners
Fiber Internet
Fully-Equipped Kitchen
Reach out with any questions. Photos and more info in the Craigslist Ad.
"
Supply,"**PRIVATE BEDROOM IN PRIME LOCATION BY SJSU WITH PROFESSIONAL MONTHLY CLEANING**

**Spacious private bedrooms, come fully furnished with students in mind:**
* Wide electronic motor standing desk
* Amazon Echo controlled electronics such as LED lights and to view the doorbell + security cameras
* Full-size bed frame + memory foam mattress
* 4 Bathrooms shared

**The large house (close to 3000 sq ft) is centrally located:**
* SJSU: ~15 minutes walk away, you’ll live in the Hensley district. This neighborhood is very safe and quiet, away from the high crime rate of San Jose downtown.
* Japantown: 2 blocks away, lots of shops + restaurants
* Groceries: Cardenas, a large supermarket 3 minutes walk. Japanese supermarket: 8 minutes walk. Trader Joe’s and Target: 1.5 miles away.
* Public Transportation: 15-minute walk to VTA station.

**The following amenities are all provided for free:**
* Kitchen with four-burner stove and oven
* Microwave / Air-fryer / Coffee maker / Toaster / XL capacity refrigerator / freezer
* Washer/dryer and Dishwasher
* High-speed fiber optic internet (1 Gbps)
* Plenty of street parking.
* Security cameras + bright LED motion lights around the house's perimeter for safety.
* Free monthly cleaning of the common areas (bathroom, kitchen, etc)

All tenants are SJSU students - Co-Ed

Availability:

**Unit 4 (Large with 2 closets): $1320 / month**

No application fee. The application process is quick and simple. The security deposit is the first month’s rent.

Water and electricity will be split equally among tenants, so much cheaper.

keep in mind that applications are considered on a first come first serve basis so we recommend you to apply quickly to be considered."
Supply,"Hello, I’m moving out of San Jose for a semester so I’m looking for someone to take over my lease at the Grad from Feb (or jan) -July 31st, for the 2024 spring semester. Only female. 
-15 minute car drive to De Anza or foothills campus
-2 minute away from Sjsu 
-security patrol
-refridgerator, oven, dishwasher
-immediate maintanence 
-garbage disposal on floor
-community room 
-utilities included
-washer/dryer in unit 
-fully furnished 
-4 roommates 
-shared bedroom
-private bathroom
-clean, friendly roommates
-wifi included 
-all female 
Rent-$1,268
Amenities:
-pool and jacuzzi 
Grilling area/ patio
Dog park
-study rooms
Contact for more details: 213-703-8537 
Please text if I don’t answer"
Demand,"Hi! We're a couple looking for a private bedroom with a private bathroom, available starting the first week of February. Our ideal location is between Palo Alto and Redwood City, in a gated community with parking. Our budget ranges from $1,800 to $2,500. We're open to either joining an existing lease or teaming up to find a new apartment. In our shared spaces, we value cleanliness and would prefer non-smoking roommates. No dietary restrictions. If you have any leads or are looking for roommates, please feel free to message me. Thanks!"
Supply,"Hello,
I’m looking for a shared accommodation in Fremont, CA. I have a private bedroom with attached bathroom available in a 2b2b apartment community. It's in Fremont near to Elizabeth lake, Kaizer hospital and public library.

Rate: $1600/month (excluding wifi, utilities and electricity)
Lease: Monthly (6 months preferred)
3D view link: https://my.matterport.com/show/?m=xqiKSvmZEgx&back=1

Preference:
Pure Veg (non veg cooking not allowed)
Indian Origin, couple preferred.
No frequent multiple guests allowed.

Text me on 650-430-2840 for more details."
